year;universityId;subjectAreaId;threshold1Value;threshold1PercentageValue;threshold5Value;threshold5PercentageValue;threshold10Value;threshold10PercentageValue;threshold25Value;threshold25PercentageValue
2012;AGH University of Science and Technology;Multidisciplinary;0.0;0.0;1.0;14.285715;1.0;14.285715;1.0;14.285715
2013;AGH University of Science and Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;2.0;33.333336
2014;AGH University of Science and Technology;Multidisciplinary;0.0;0.0;0.0;0.0;1.0;6.666667;3.0;20.0
2015;AGH University of Science and Technology;Multidisciplinary;1.0;3.125;1.0;3.125;3.0;9.375;5.0;15.625
2016;AGH University of Science and Technology;Multidisciplinary;1.0;6.666667;2.0;13.333334;2.0;13.333334;6.0;40.0
2017;AGH University of Science and Technology;Multidisciplinary;1.0;3.125;2.0;6.25;4.0;12.5;9.0;28.125
2018;AGH University of Science and Technology;Multidisciplinary;0.0;0.0;1.0;6.666667;1.0;6.666667;4.0;26.666668
2019;AGH University of Science and Technology;Multidisciplinary;0.0;0.0;0.0;0.0;2.0;7.1428576;7.0;25.0
2020;AGH University of Science and Technology;Multidisciplinary;1.0;4.5454545;2.0;9.090909;4.0;18.181818;7.0;31.818182
2021;AGH University of Science and Technology;Multidisciplinary;1.0;2.3809524;2.0;4.7619047;7.0;16.666668;12.0;28.57143
2022;AGH University of Science and Technology;Multidisciplinary;2.0;2.6666667;4.0;5.3333335;7.0;9.333333;12.0;16.0
2023;AGH University of Science and Technology;Multidisciplinary;1.0;11.111112;1.0;11.111112;2.0;22.222223;None;None
2012;Białystok University of Technology;Multidisciplinary;None;None;None;None;None;None;None;None
2013;Białystok University of Technology;Multidisciplinary;None;None;None;None;None;None;None;None
2014;Białystok University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;Białystok University of Technology;Multidisciplinary;0.0;0.0;1.0;50.0;1.0;50.0;2.0;100.0
2016;Białystok University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;1.0;50.0;1.0;50.0
2017;Białystok University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;3.0;75.0
2018;Białystok University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;1.0;50.0
2019;Białystok University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;1.0;50.0
2020;Białystok University of Technology;Multidisciplinary;0.0;0.0;1.0;11.111112;3.0;33.333336;5.0;55.555557
2021;Białystok University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;6.0;46.153847
2022;Białystok University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;4.0;57.14286
2023;Białystok University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;1.0;50.0;None;None
2012;Cracow University of Technology;Multidisciplinary;None;None;None;None;None;None;None;None
2013;Cracow University of Technology;Multidisciplinary;None;None;None;None;None;None;None;None
2014;Cracow University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;Cracow University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016;Cracow University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017;Cracow University of Technology;Multidisciplinary;0.0;0.0;1.0;12.5;1.0;12.5;1.0;12.5
2018;Cracow University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;2.0;28.57143;4.0;57.14286
2019;Cracow University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.333334
2020;Cracow University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;Cracow University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;1.0;12.5;3.0;37.5
2022;Cracow University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;1.0;5.263158;3.0;15.789473
2023;Cracow University of Technology;Multidisciplinary;None;None;None;None;None;None;None;None
2012;University of Białystok;Multidisciplinary;None;None;None;None;None;None;None;None
2013;University of Białystok;Multidisciplinary;0.0;0.0;0.0;0.0;1.0;20.0;3.0;60.000004
2014;University of Białystok;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;1.0;50.0
2015;University of Białystok;Multidisciplinary;0.0;0.0;1.0;50.0;2.0;100.0;2.0;100.0
2016;University of Białystok;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017;University of Białystok;Multidisciplinary;2.0;33.333336;2.0;33.333336;2.0;33.333336;5.0;83.33333
2018;University of Białystok;Multidisciplinary;0.0;0.0;1.0;12.5;1.0;12.5;3.0;37.5
2019;University of Białystok;Multidisciplinary;0.0;0.0;0.0;0.0;2.0;28.57143;4.0;57.14286
2020;University of Białystok;Multidisciplinary;0.0;0.0;0.0;0.0;1.0;6.666667;6.0;40.0
2021;University of Białystok;Multidisciplinary;1.0;6.25;3.0;18.75;4.0;25.0;8.0;50.0
2022;University of Białystok;Multidisciplinary;0.0;0.0;0.0;0.0;2.0;6.25;6.0;18.75
2023;University of Białystok;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;None;None
2012;Warsaw University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;1.0;12.5;1.0;12.5
2013;Warsaw University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.0
2014;Warsaw University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.666667
2015;Warsaw University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;3.0;15.000001;5.0;25.0
2016;Warsaw University of Technology;Multidisciplinary;0.0;0.0;2.0;11.111112;5.0;27.777779;9.0;50.0
2017;Warsaw University of Technology;Multidisciplinary;1.0;3.030303;1.0;3.030303;3.0;9.090909;9.0;27.272728
2018;Warsaw University of Technology;Multidisciplinary;0.0;0.0;0.0;0.0;4.0;18.181818;5.0;22.727274
2019;Warsaw University of Technology;Multidisciplinary;2.0;8.695652;4.0;17.391304;7.0;30.434782;8.0;34.782608
2020;Warsaw University of Technology;Multidisciplinary;1.0;3.846154;3.0;11.538462;7.0;26.923079;17.0;65.38461
2021;Warsaw University of Technology;Multidisciplinary;0.0;0.0;1.0;3.030303;3.0;9.090909;8.0;24.242424
2022;Warsaw University of Technology;Multidisciplinary;1.0;1.2658228;3.0;3.7974682;6.0;7.5949364;22.0;27.8481
2023;Warsaw University of Technology;Multidisciplinary;1.0;5.555556;2.0;11.111112;4.0;22.222223;None;None
2012;Poznan University of Economics and Business;Multidisciplinary;None;None;None;None;None;None;None;None
2013;Poznan University of Economics and Business;Multidisciplinary;None;None;None;None;None;None;None;None
2014;Poznan University of Economics and Business;Multidisciplinary;None;None;None;None;None;None;None;None
2015;Poznan University of Economics and Business;Multidisciplinary;None;None;None;None;None;None;None;None
2016;Poznan University of Economics and Business;Multidisciplinary;None;None;None;None;None;None;None;None
2017;Poznan University of Economics and Business;Multidisciplinary;None;None;None;None;None;None;None;None
2018;Poznan University of Economics and Business;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019;Poznan University of Economics and Business;Multidisciplinary;None;None;None;None;None;None;None;None
2020;Poznan University of Economics and Business;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;1.0;33.333336
2021;Poznan University of Economics and Business;Multidisciplinary;0.0;0.0;2.0;40.0;2.0;40.0;3.0;60.000004
2022;Poznan University of Economics and Business;Multidisciplinary;0.0;0.0;0.0;0.0;0.0;0.0;1.0;50.0
2023;Poznan University of Economics and Business;Multidisciplinary;0.0;0.0;0.0;0.0;1.0;25.0;None;None
2012;AGH University of Science and Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;1.0;8.333334;3.0;25.0
2013;AGH University of Science and Technology;Agricultural and Biological Sciences;1.0;7.1428576;1.0;7.1428576;1.0;7.1428576;4.0;28.57143
2014;AGH University of Science and Technology;Agricultural and Biological Sciences;1.0;4.166667;1.0;4.166667;2.0;8.333334;8.0;33.333336
2015;AGH University of Science and Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;1.0;3.7037036;9.0;33.333336
2016;AGH University of Science and Technology;Agricultural and Biological Sciences;0.0;0.0;2.0;4.5454545;3.0;6.818182;14.0;31.818182
2017;AGH University of Science and Technology;Agricultural and Biological Sciences;1.0;4.0;2.0;8.0;3.0;12.0;8.0;32.0
2018;AGH University of Science and Technology;Agricultural and Biological Sciences;0.0;0.0;3.0;9.090909;4.0;12.121212;12.0;36.363636
2019;AGH University of Science and Technology;Agricultural and Biological Sciences;2.0;3.846154;2.0;3.846154;4.0;7.692308;15.0;28.846153
2020;AGH University of Science and Technology;Agricultural and Biological Sciences;0.0;0.0;3.0;6.666667;8.0;17.777779;14.0;31.111113
2021;AGH University of Science and Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;2.3255813;7.0;16.27907;17.0;39.534885
2022;AGH University of Science and Technology;Agricultural and Biological Sciences;2.0;5.714286;3.0;8.571429;5.0;14.285715;17.0;48.57143
2023;AGH University of Science and Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;6.25;4.0;25.0;None;None
2012;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.333334
2013;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;3.7037036;2.0;7.4074073;4.0;14.814815
2015;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;2.0;2.0;4.0;5.0;10.0
2016;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;2.173913;1.0;2.173913;3.0;6.521739
2017;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;0.0;0.0;4.0;12.121212
2018;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;2.0;3.3898306;10.0;16.949154
2019;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;1.7241379;2.0;3.4482758;9.0;15.517241
2020;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;2.0408163;1.0;2.0408163;12.0;24.489796
2021;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;2.0;5.714286;7.0;20.0;12.0;34.285717
2022;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;2.0;5.263158;2.0;5.263158;8.0;21.052631
2023;Białystok University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;7.692308;1.0;7.692308;None;None
2012;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;0.0;0.0;2.0;33.333336
2014;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;12.5;3.0;37.5;5.0;62.5
2016;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;7.1428576;2.0;14.285715;6.0;42.857143
2017;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;2.0;20.0;3.0;30.000002;6.0;60.000004
2018;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;7.1428576;2.0;14.285715;7.0;50.0
2019;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.692308
2020;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;3.4482758;1.0;3.4482758;14.0;48.27586
2021;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;4.7619047;2.0;9.523809;5.0;23.809525
2022;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;5.0;20.0;10.0;40.0
2023;Cracow University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;4.0;28.57143;None;None
2012;University of Białystok;Agricultural and Biological Sciences;1.0;2.777778;2.0;5.555556;5.0;13.888889;11.0;30.555555
2013;University of Białystok;Agricultural and Biological Sciences;0.0;0.0;2.0;4.6511626;8.0;18.60465;22.0;51.162792
2014;University of Białystok;Agricultural and Biological Sciences;0.0;0.0;2.0;5.263158;4.0;10.526316;13.0;34.210526
2015;University of Białystok;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;2.0;5.263158;7.0;18.421053
2016;University of Białystok;Agricultural and Biological Sciences;0.0;0.0;2.0;6.060606;4.0;12.121212;7.0;21.212122
2017;University of Białystok;Agricultural and Biological Sciences;0.0;0.0;2.0;5.263158;2.0;5.263158;12.0;31.578945
2018;University of Białystok;Agricultural and Biological Sciences;0.0;0.0;4.0;8.888889;8.0;17.777779;19.0;42.22222
2019;University of Białystok;Agricultural and Biological Sciences;0.0;0.0;2.0;3.7037036;5.0;9.259259;16.0;29.62963
2020;University of Białystok;Agricultural and Biological Sciences;3.0;4.7619047;6.0;9.523809;10.0;15.873016;22.0;34.920635
2021;University of Białystok;Agricultural and Biological Sciences;1.0;1.5625;2.0;3.125;10.0;15.625;30.0;46.875
2022;University of Białystok;Agricultural and Biological Sciences;0.0;0.0;2.0;4.6511626;7.0;16.27907;16.0;37.2093
2023;University of Białystok;Agricultural and Biological Sciences;2.0;9.523809;2.0;9.523809;4.0;19.047619;None;None
2012;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;1.0;7.1428576;3.0;21.428572
2013;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;4.0;2.0;8.0;4.0;16.0
2014;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;8.333334;3.0;25.0;6.0;50.0
2015;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;4.7619047;1.0;4.7619047;4.0;19.047619
2016;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;3.2258062;5.0;16.129032;12.0;38.709675
2017;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;1.0;2.857143;15.0;42.857143
2018;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;3.0;6.0;7.0;14.0;15.0;30.000002
2019;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;1.0;2.5;9.0;22.5
2020;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;0.0;0.0;14.0;42.424244
2021;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;1.0;2.5641026;6.0;15.384616;13.0;33.333336
2022;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;2.0;4.8780484;4.0;9.756097;15.0;36.585365
2023;Warsaw University of Technology;Agricultural and Biological Sciences;0.0;0.0;2.0;10.0;2.0;10.0;None;None
2012;Poznan University of Economics and Business;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;0.0;0.0;2.0;66.66667
2013;Poznan University of Economics and Business;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;1.0;11.111112;2.0;22.222223
2014;Poznan University of Economics and Business;Agricultural and Biological Sciences;0.0;0.0;1.0;12.5;1.0;12.5;3.0;37.5
2015;Poznan University of Economics and Business;Agricultural and Biological Sciences;0.0;0.0;2.0;8.695652;4.0;17.391304;8.0;34.782608
2016;Poznan University of Economics and Business;Agricultural and Biological Sciences;1.0;6.25;1.0;6.25;4.0;25.0;8.0;50.0
2017;Poznan University of Economics and Business;Agricultural and Biological Sciences;0.0;0.0;2.0;11.764706;5.0;29.411766;8.0;47.058823
2018;Poznan University of Economics and Business;Agricultural and Biological Sciences;0.0;0.0;1.0;7.692308;2.0;15.384616;3.0;23.076923
2019;Poznan University of Economics and Business;Agricultural and Biological Sciences;0.0;0.0;3.0;9.677419;6.0;19.354837;20.0;64.51613
2020;Poznan University of Economics and Business;Agricultural and Biological Sciences;0.0;0.0;3.0;9.677419;5.0;16.129032;16.0;51.6129
2021;Poznan University of Economics and Business;Agricultural and Biological Sciences;0.0;0.0;1.0;3.3333335;3.0;10.0;13.0;43.333332
2022;Poznan University of Economics and Business;Agricultural and Biological Sciences;1.0;3.7037036;1.0;3.7037036;6.0;22.222223;12.0;44.444447
2023;Poznan University of Economics and Business;Agricultural and Biological Sciences;0.0;0.0;0.0;0.0;0.0;0.0;None;None
2012;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.0
2013;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;1.0;9.090909;1.0;9.090909;2.0;18.181818
2014;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;0.0;0.0;1.0;14.285715;4.0;57.14286
2015;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;2.0;18.181818;2.0;18.181818;3.0;27.272728
2016;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;2.0;13.333334;3.0;20.0;10.0;66.66667
2017;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;1.0;6.666667;1.0;6.666667;3.0;20.0
2018;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.666667
2019;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;0.0;0.0;1.0;4.7619047;5.0;23.809525
2020;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;3.0;18.75
2021;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;1.0;3.2258062;3.0;9.677419;6.0;19.354837
2022;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;0.0;0.0;1.0;4.347826;3.0;13.043478
2023;AGH University of Science and Technology;Arts and Humanities;0.0;0.0;1.0;14.285715;2.0;28.57143;None;None
2012;Białystok University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;Białystok University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.0
2014;Białystok University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0
2015;Białystok University of Technology;Arts and Humanities;0.0;0.0;1.0;12.5;1.0;12.5;1.0;12.5
2016;Białystok University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017;Białystok University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;Białystok University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.666667
2019;Białystok University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Białystok University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;3.0;75.0
2021;Białystok University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;1.0;16.666668;2.0;33.333336
2022;Białystok University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;33.333336
2023;Białystok University of Technology;Arts and Humanities;None;None;None;None;None;None;None;None
2012;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;33.333336
2017;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;1.0;33.333336;1.0;33.333336
2018;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;4.0;16.0
2021;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;4.0;8.888889
2022;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.7037036
2023;Cracow University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;None;None
2012;University of Białystok;Arts and Humanities;0.0;0.0;0.0;0.0;1.0;2.777778;1.0;2.777778
2013;University of Białystok;Arts and Humanities;0.0;0.0;0.0;0.0;1.0;2.777778;1.0;2.777778
2014;University of Białystok;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;2.0;6.8965516
2015;University of Białystok;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016;University of Białystok;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.7037036
2017;University of Białystok;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.255319
2018;University of Białystok;Arts and Humanities;0.0;0.0;1.0;2.7027028;1.0;2.7027028;3.0;8.108108
2019;University of Białystok;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.1052632
2020;University of Białystok;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.1578946
2021;University of Białystok;Arts and Humanities;0.0;0.0;0.0;0.0;2.0;2.1052632;3.0;3.1578946
2022;University of Białystok;Arts and Humanities;0.0;0.0;0.0;0.0;2.0;2.173913;6.0;6.521739
2023;University of Białystok;Arts and Humanities;0.0;0.0;1.0;8.333334;1.0;8.333334;None;None
2012;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;100.0
2013;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0
2014;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;2.0;16.666668
2016;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.666668
2017;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.666667
2021;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.3333335
2022;Warsaw University of Technology;Arts and Humanities;0.0;0.0;0.0;0.0;2.0;5.0;7.0;17.5
2023;Warsaw University of Technology;Arts and Humanities;0.0;0.0;3.0;25.0;3.0;25.0;None;None
2012;Poznan University of Economics and Business;Arts and Humanities;None;None;None;None;None;None;None;None
2013;Poznan University of Economics and Business;Arts and Humanities;None;None;None;None;None;None;None;None
2014;Poznan University of Economics and Business;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;Poznan University of Economics and Business;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016;Poznan University of Economics and Business;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017;Poznan University of Economics and Business;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;Poznan University of Economics and Business;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019;Poznan University of Economics and Business;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Poznan University of Economics and Business;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.0
2021;Poznan University of Economics and Business;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;2.0;33.333336
2022;Poznan University of Economics and Business;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.666668
2023;Poznan University of Economics and Business;Arts and Humanities;0.0;0.0;0.0;0.0;0.0;0.0;None;None
2012;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;1.8518518;1.0;1.8518518;11.0;20.37037
2013;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;0.0;0.0;2.0;3.4482758;16.0;27.586206
2014;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;1.0;1.8867924;1.0;1.8867924;2.0;3.7735848;18.0;33.962265
2015;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;2.0;3.1746035;5.0;7.936508;14.0;22.222223
2016;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;7.0;9.210526;11.0;14.473684;25.0;32.894737
2017;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;2.0;3.2258062;6.0;9.677419;9.0;14.516129;26.0;41.935482
2018;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;4.0;5.633803;6.0;8.450704;24.0;33.802814
2019;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;3.0;4.6153846;8.0;12.307693;22.0;33.846153
2020;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;2.0;2.020202;12.0;12.121212;40.0;40.40404
2021;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;1.0;0.6134969;7.0;4.2944784;21.0;12.883435;76.0;46.625767
2022;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;4.0;2.877698;6.0;4.316547;18.0;12.949639;64.0;46.043167
2023;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;2.2727273;7.0;15.909091;None;None
2012;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;0.0;0.0;1.0;33.333336;1.0;33.333336
2013;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;0.0;0.0;1.0;14.285715;2.0;28.57143
2014;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;9.090909;2.0;18.181818;3.0;27.272728
2015;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;2.0;20.0;3.0;30.000002;4.0;40.0
2016;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;4.7619047;4.0;19.047619;8.0;38.095238
2017;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;5.0;3.0;15.000001;9.0;45.0
2018;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;2.173913;1.0;2.173913;7.0;15.217391
2019;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;3.5714288;3.0;10.714286;12.0;42.857143
2020;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;0.0;0.0;1.0;4.166667;11.0;45.833336
2021;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;3.4482758;1.0;3.4482758;11.0;37.931034
2022;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;2.2222223;4.0;8.888889;20.0;44.444447
2023;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;4.0;22.222223;5.0;27.777779;None;None
2012;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;5.263158;1.0;5.263158;4.0;21.052631
