year;value;universityId;subjectAreaId
2018;1.3246053;AGH University of Science and Technology;Agricultural and Biological Sciences
2019;1.2358869;AGH University of Science and Technology;Agricultural and Biological Sciences
2020;0.90895504;AGH University of Science and Technology;Agricultural and Biological Sciences
2021;1.0688841;AGH University of Science and Technology;Agricultural and Biological Sciences
2022;1.8341755;AGH University of Science and Technology;Agricultural and Biological Sciences
2023;1.0181727;AGH University of Science and Technology;Agricultural and Biological Sciences
2012;0.18034507;Białystok University of Technology;Agricultural and Biological Sciences
2013;0.35833934;Białystok University of Technology;Agricultural and Biological Sciences
2014;0.36737457;Białystok University of Technology;Agricultural and Biological Sciences
2015;0.4466396;Białystok University of Technology;Agricultural and Biological Sciences
2016;0.43939176;Białystok University of Technology;Agricultural and Biological Sciences
2017;0.5323443;Białystok University of Technology;Agricultural and Biological Sciences
2018;0.90863186;Białystok University of Technology;Agricultural and Biological Sciences
2019;0.7259497;Białystok University of Technology;Agricultural and Biological Sciences
2020;0.9080753;Białystok University of Technology;Agricultural and Biological Sciences
2021;1.1171094;Białystok University of Technology;Agricultural and Biological Sciences
2022;0.6818087;Białystok University of Technology;Agricultural and Biological Sciences
2023;1.075435;Białystok University of Technology;Agricultural and Biological Sciences
2012;0.2598394;Cracow University of Technology;Agricultural and Biological Sciences
2013;0.72592616;Cracow University of Technology;Agricultural and Biological Sciences
2014;0.12296287;Cracow University of Technology;Agricultural and Biological Sciences
2015;2.304025;Cracow University of Technology;Agricultural and Biological Sciences
2016;1.2213931;Cracow University of Technology;Agricultural and Biological Sciences
2017;2.1543038;Cracow University of Technology;Agricultural and Biological Sciences
2018;1.498079;Cracow University of Technology;Agricultural and Biological Sciences
2019;0.7226423;Cracow University of Technology;Agricultural and Biological Sciences
2020;1.5940914;Cracow University of Technology;Agricultural and Biological Sciences
2021;0.99988854;Cracow University of Technology;Agricultural and Biological Sciences
2022;1.1841382;Cracow University of Technology;Agricultural and Biological Sciences
2023;1.0711596;Cracow University of Technology;Agricultural and Biological Sciences
2012;0.99208194;University of Białystok;Agricultural and Biological Sciences
2013;1.2399628;University of Białystok;Agricultural and Biological Sciences
2014;0.95022553;University of Białystok;Agricultural and Biological Sciences
2015;0.7259393;University of Białystok;Agricultural and Biological Sciences
2016;0.66269135;University of Białystok;Agricultural and Biological Sciences
2017;0.9253609;University of Białystok;Agricultural and Biological Sciences
2018;1.0684763;University of Białystok;Agricultural and Biological Sciences
2019;1.149163;University of Białystok;Agricultural and Biological Sciences
2020;1.512422;University of Białystok;Agricultural and Biological Sciences
2021;1.3348;University of Białystok;Agricultural and Biological Sciences
2022;1.1404724;University of Białystok;Agricultural and Biological Sciences
2023;1.8604182;University of Białystok;Agricultural and Biological Sciences
2012;0.50107026;Warsaw University of Technology;Agricultural and Biological Sciences
2013;0.6912464;Warsaw University of Technology;Agricultural and Biological Sciences
2014;1.1752197;Warsaw University of Technology;Agricultural and Biological Sciences
2015;0.96875;Warsaw University of Technology;Agricultural and Biological Sciences
2016;0.92405844;Warsaw University of Technology;Agricultural and Biological Sciences
2017;0.9024058;Warsaw University of Technology;Agricultural and Biological Sciences
2018;1.2868805;Warsaw University of Technology;Agricultural and Biological Sciences
2019;0.81417763;Warsaw University of Technology;Agricultural and Biological Sciences
2020;0.7466377;Warsaw University of Technology;Agricultural and Biological Sciences
2021;0.9453853;Warsaw University of Technology;Agricultural and Biological Sciences
2022;1.441695;Warsaw University of Technology;Agricultural and Biological Sciences
2023;1.1646512;Warsaw University of Technology;Agricultural and Biological Sciences
2012;1.296259;Poznan University of Economics and Business;Agricultural and Biological Sciences
2013;0.75298375;Poznan University of Economics and Business;Agricultural and Biological Sciences
2014;0.7450207;Poznan University of Economics and Business;Agricultural and Biological Sciences
2015;0.9390454;Poznan University of Economics and Business;Agricultural and Biological Sciences
2016;1.8868191;Poznan University of Economics and Business;Agricultural and Biological Sciences
2017;1.3219712;Poznan University of Economics and Business;Agricultural and Biological Sciences
2018;1.0695335;Poznan University of Economics and Business;Agricultural and Biological Sciences
2019;1.6368413;Poznan University of Economics and Business;Agricultural and Biological Sciences
2020;2.044811;Poznan University of Economics and Business;Agricultural and Biological Sciences
2021;1.1842475;Poznan University of Economics and Business;Agricultural and Biological Sciences
2022;1.1640186;Poznan University of Economics and Business;Agricultural and Biological Sciences
2023;0.0;Poznan University of Economics and Business;Agricultural and Biological Sciences
2012;0.6673783;AGH University of Science and Technology;Arts and Humanities
2013;0.5611184;AGH University of Science and Technology;Arts and Humanities
2014;2.350404;AGH University of Science and Technology;Arts and Humanities
2015;1.8182645;AGH University of Science and Technology;Arts and Humanities
2016;2.856212;AGH University of Science and Technology;Arts and Humanities
2017;1.4426848;AGH University of Science and Technology;Arts and Humanities
2018;1.3049364;AGH University of Science and Technology;Arts and Humanities
2019;1.1930708;AGH University of Science and Technology;Arts and Humanities
2020;1.1696868;AGH University of Science and Technology;Arts and Humanities
2021;1.6299144;AGH University of Science and Technology;Arts and Humanities
2022;0.41111133;AGH University of Science and Technology;Arts and Humanities
2023;2.5746176;AGH University of Science and Technology;Arts and Humanities
2012;0.25942487;Białystok University of Technology;Arts and Humanities
2013;0.45695734;Białystok University of Technology;Arts and Humanities
2014;2.5218723;Białystok University of Technology;Arts and Humanities
2015;0.7594156;Białystok University of Technology;Arts and Humanities
2016;1.1213222;Białystok University of Technology;Arts and Humanities
2017;0.49396977;Białystok University of Technology;Arts and Humanities
2018;0.7946152;Białystok University of Technology;Arts and Humanities
2019;0.19776717;Białystok University of Technology;Arts and Humanities
2020;4.190388;Białystok University of Technology;Arts and Humanities
2021;2.2609532;Białystok University of Technology;Arts and Humanities
2022;1.1531248;Białystok University of Technology;Arts and Humanities
2023;None;Białystok University of Technology;Arts and Humanities
2012;0.0;Cracow University of Technology;Arts and Humanities
2013;0.0;Cracow University of Technology;Arts and Humanities
2014;0.29759803;Cracow University of Technology;Arts and Humanities
2015;1.2100042;Cracow University of Technology;Arts and Humanities
2016;0.97339755;Cracow University of Technology;Arts and Humanities
2017;2.3781543;Cracow University of Technology;Arts and Humanities
2018;0.942408;Cracow University of Technology;Arts and Humanities
2019;0.4292555;Cracow University of Technology;Arts and Humanities
2020;1.1546472;Cracow University of Technology;Arts and Humanities
2021;0.74557024;Cracow University of Technology;Arts and Humanities
2022;0.22883746;Cracow University of Technology;Arts and Humanities
2023;0.0;Cracow University of Technology;Arts and Humanities
2012;0.19466975;University of Białystok;Arts and Humanities
2013;0.23834176;University of Białystok;Arts and Humanities
2014;0.55875933;University of Białystok;Arts and Humanities
2015;0.16636391;University of Białystok;Arts and Humanities
2016;0.3342352;University of Białystok;Arts and Humanities
2017;0.52114534;University of Białystok;Arts and Humanities
2018;0.7301345;University of Białystok;Arts and Humanities
2019;0.35283107;University of Białystok;Arts and Humanities
2020;0.46062112;University of Białystok;Arts and Humanities
2021;0.3325066;University of Białystok;Arts and Humanities
2022;0.54132587;University of Białystok;Arts and Humanities
2023;0.0;University of Białystok;Arts and Humanities
2012;0.5781702;Warsaw University of Technology;Arts and Humanities
2013;1.3021426;Warsaw University of Technology;Arts and Humanities
2014;0.7327096;Warsaw University of Technology;Arts and Humanities
2015;1.1126697;Warsaw University of Technology;Arts and Humanities
2016;0.9723816;Warsaw University of Technology;Arts and Humanities
2017;1.336064;Warsaw University of Technology;Arts and Humanities
2018;0.3423416;Warsaw University of Technology;Arts and Humanities
2019;0.41747195;Warsaw University of Technology;Arts and Humanities
2020;0.7425217;Warsaw University of Technology;Arts and Humanities
2021;0.5191204;Warsaw University of Technology;Arts and Humanities
2022;1.6313866;Warsaw University of Technology;Arts and Humanities
2023;2.520695;Warsaw University of Technology;Arts and Humanities
2012;None;Poznan University of Economics and Business;Arts and Humanities
2013;None;Poznan University of Economics and Business;Arts and Humanities
2014;0.7191346;Poznan University of Economics and Business;Arts and Humanities
2015;1.7366655;Poznan University of Economics and Business;Arts and Humanities
2016;2.4061003;Poznan University of Economics and Business;Arts and Humanities
2017;0.52525634;Poznan University of Economics and Business;Arts and Humanities
2018;0.8039774;Poznan University of Economics and Business;Arts and Humanities
2019;0.4815653;Poznan University of Economics and Business;Arts and Humanities
2020;1.3052927;Poznan University of Economics and Business;Arts and Humanities
2021;1.401168;Poznan University of Economics and Business;Arts and Humanities
2022;0.26358858;Poznan University of Economics and Business;Arts and Humanities
2023;0.0;Poznan University of Economics and Business;Arts and Humanities
2012;0.5496784;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2013;0.64709073;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2014;0.88331455;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2015;0.6180942;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2016;0.9943276;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2017;1.1529986;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2018;0.80800015;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2019;0.89280593;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2020;0.8654459;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2021;0.96867895;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2022;1.341133;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2023;0.7174682;AGH University of Science and Technology;Biochemistry, Genetics and Molecular Biology
2012;0.6707672;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2013;1.2552527;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2014;0.5557346;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2015;1.2385473;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2016;0.8561144;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2017;0.8569987;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2018;0.5258176;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2019;0.8706315;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2020;0.8469808;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2021;0.7170188;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2022;0.70757407;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2023;1.3903042;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology
2012;0.49811265;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2013;0.42033616;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2014;0.99290365;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2015;0.76204133;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2016;0.45206285;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2017;1.6592891;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2018;0.875385;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2019;1.0152717;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2020;1.0704006;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2021;0.76557213;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2022;1.2313082;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2023;0.9093148;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology
2012;0.89342326;University of Białystok;Biochemistry, Genetics and Molecular Biology
2013;0.7631132;University of Białystok;Biochemistry, Genetics and Molecular Biology
2014;0.7497273;University of Białystok;Biochemistry, Genetics and Molecular Biology
2015;0.9134052;University of Białystok;Biochemistry, Genetics and Molecular Biology
2016;0.67936987;University of Białystok;Biochemistry, Genetics and Molecular Biology
2017;0.7056755;University of Białystok;Biochemistry, Genetics and Molecular Biology
2018;0.81381327;University of Białystok;Biochemistry, Genetics and Molecular Biology
2019;0.9535;University of Białystok;Biochemistry, Genetics and Molecular Biology
2020;1.227555;University of Białystok;Biochemistry, Genetics and Molecular Biology
2021;1.046297;University of Białystok;Biochemistry, Genetics and Molecular Biology
2022;0.60689974;University of Białystok;Biochemistry, Genetics and Molecular Biology
2023;1.85081;University of Białystok;Biochemistry, Genetics and Molecular Biology
2012;1.1116172;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2013;1.2515429;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2014;1.2514037;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2015;1.1021756;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2016;0.92044735;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2017;1.0594773;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2018;0.83873475;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2019;0.86075205;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2020;0.9536211;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2021;0.7985058;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2022;0.9428508;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2023;0.4128369;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology
2012;0.6026932;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2013;0.39472985;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2014;0.39086807;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2015;0.67362016;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2016;1.0078008;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2017;1.8946792;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2018;1.1308354;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2019;1.0635437;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2020;1.1701696;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2021;1.3022155;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2022;0.7213253;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2023;0.0;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology
2012;0.9652195;AGH University of Science and Technology;Business, Management and Accounting
2013;1.4015801;AGH University of Science and Technology;Business, Management and Accounting
2014;1.5532461;AGH University of Science and Technology;Business, Management and Accounting
2015;1.3184344;AGH University of Science and Technology;Business, Management and Accounting
2016;1.7840248;AGH University of Science and Technology;Business, Management and Accounting
2017;1.4804415;AGH University of Science and Technology;Business, Management and Accounting
2018;0.59225893;AGH University of Science and Technology;Business, Management and Accounting
2019;1.2411537;AGH University of Science and Technology;Business, Management and Accounting
2020;0.59739786;AGH University of Science and Technology;Business, Management and Accounting
2021;1.1111062;AGH University of Science and Technology;Business, Management and Accounting
2022;0.8474521;AGH University of Science and Technology;Business, Management and Accounting
2023;0.9391417;AGH University of Science and Technology;Business, Management and Accounting
2012;0.9181165;Białystok University of Technology;Business, Management and Accounting
2013;0.66584384;Białystok University of Technology;Business, Management and Accounting
2014;0.9093893;Białystok University of Technology;Business, Management and Accounting
2015;0.50988644;Białystok University of Technology;Business, Management and Accounting
2016;0.6279895;Białystok University of Technology;Business, Management and Accounting
2017;0.90147024;Białystok University of Technology;Business, Management and Accounting
2018;1.4217288;Białystok University of Technology;Business, Management and Accounting
2019;0.7906559;Białystok University of Technology;Business, Management and Accounting
2020;0.8494565;Białystok University of Technology;Business, Management and Accounting
2021;0.6924297;Białystok University of Technology;Business, Management and Accounting
2022;0.4761246;Białystok University of Technology;Business, Management and Accounting
2023;1.2387595;Białystok University of Technology;Business, Management and Accounting
2012;0.0;Cracow University of Technology;Business, Management and Accounting
2013;0.260141;Cracow University of Technology;Business, Management and Accounting
2014;1.4195893;Cracow University of Technology;Business, Management and Accounting
2015;2.0487661;Cracow University of Technology;Business, Management and Accounting
2016;3.143048;Cracow University of Technology;Business, Management and Accounting
2017;1.1991017;Cracow University of Technology;Business, Management and Accounting
2018;0.62086785;Cracow University of Technology;Business, Management and Accounting
2019;1.4351599;Cracow University of Technology;Business, Management and Accounting
2020;1.5231556;Cracow University of Technology;Business, Management and Accounting
2021;1.0453999;Cracow University of Technology;Business, Management and Accounting
2022;0.8235803;Cracow University of Technology;Business, Management and Accounting
2023;0.0;Cracow University of Technology;Business, Management and Accounting
2012;0.0;University of Białystok;Business, Management and Accounting
2013;0.38658378;University of Białystok;Business, Management and Accounting
2014;2.0664356;University of Białystok;Business, Management and Accounting
2015;0.9264417;University of Białystok;Business, Management and Accounting
2016;0.5586669;University of Białystok;Business, Management and Accounting
2017;1.7475326;University of Białystok;Business, Management and Accounting
2018;0.7884236;University of Białystok;Business, Management and Accounting
2019;0.6381218;University of Białystok;Business, Management and Accounting
2020;0.052667543;University of Białystok;Business, Management and Accounting
2021;2.5619636;University of Białystok;Business, Management and Accounting
2022;0.0;University of Białystok;Business, Management and Accounting
2023;0.0;University of Białystok;Business, Management and Accounting
2012;0.68284744;Warsaw University of Technology;Business, Management and Accounting
2013;1.0098685;Warsaw University of Technology;Business, Management and Accounting
2014;0.84630096;Warsaw University of Technology;Business, Management and Accounting
2015;0.7856667;Warsaw University of Technology;Business, Management and Accounting
2016;0.8703136;Warsaw University of Technology;Business, Management and Accounting
2017;0.69402814;Warsaw University of Technology;Business, Management and Accounting
2018;0.6312715;Warsaw University of Technology;Business, Management and Accounting
2019;0.54580384;Warsaw University of Technology;Business, Management and Accounting
2020;0.42302147;Warsaw University of Technology;Business, Management and Accounting
2021;0.8647228;Warsaw University of Technology;Business, Management and Accounting
2022;1.1775725;Warsaw University of Technology;Business, Management and Accounting
2023;0.36608154;Warsaw University of Technology;Business, Management and Accounting
2012;0.7357186;Poznan University of Economics and Business;Business, Management and Accounting
2013;0.98566043;Poznan University of Economics and Business;Business, Management and Accounting
2014;0.52174485;Poznan University of Economics and Business;Business, Management and Accounting
2015;0.91092324;Poznan University of Economics and Business;Business, Management and Accounting
2016;0.7944377;Poznan University of Economics and Business;Business, Management and Accounting
2017;0.67647564;Poznan University of Economics and Business;Business, Management and Accounting
2018;0.81435704;Poznan University of Economics and Business;Business, Management and Accounting
2019;0.622092;Poznan University of Economics and Business;Business, Management and Accounting
2020;0.5131309;Poznan University of Economics and Business;Business, Management and Accounting
2021;1.1446503;Poznan University of Economics and Business;Business, Management and Accounting
2022;0.9853732;Poznan University of Economics and Business;Business, Management and Accounting
2023;1.9802461;Poznan University of Economics and Business;Business, Management and Accounting
2012;0.661774;AGH University of Science and Technology;Chemical Engineering
2013;0.8554397;AGH University of Science and Technology;Chemical Engineering
2014;0.9269198;AGH University of Science and Technology;Chemical Engineering
2015;0.8055327;AGH University of Science and Technology;Chemical Engineering
2016;0.8363155;AGH University of Science and Technology;Chemical Engineering
2017;0.85110205;AGH University of Science and Technology;Chemical Engineering
2018;0.73932713;AGH University of Science and Technology;Chemical Engineering
2019;0.8583057;AGH University of Science and Technology;Chemical Engineering
2020;1.101377;AGH University of Science and Technology;Chemical Engineering
2021;1.0685807;AGH University of Science and Technology;Chemical Engineering
2022;1.0159407;AGH University of Science and Technology;Chemical Engineering
2023;0.83281404;AGH University of Science and Technology;Chemical Engineering
2012;0.6520373;Białystok University of Technology;Chemical Engineering
2013;0.8799836;Białystok University of Technology;Chemical Engineering
2014;0.49778694;Białystok University of Technology;Chemical Engineering
2015;0.5683527;Białystok University of Technology;Chemical Engineering
2016;0.6796864;Białystok University of Technology;Chemical Engineering
2017;0.5175921;Białystok University of Technology;Chemical Engineering
2018;0.895197;Białystok University of Technology;Chemical Engineering
2019;0.5609024;Białystok University of Technology;Chemical Engineering
2020;0.8383057;Białystok University of Technology;Chemical Engineering
2021;0.43999326;Białystok University of Technology;Chemical Engineering
2022;0.558465;Białystok University of Technology;Chemical Engineering
2023;0.4895805;Białystok University of Technology;Chemical Engineering
2012;0.34391764;Cracow University of Technology;Chemical Engineering
2013;0.2861676;Cracow University of Technology;Chemical Engineering
2014;0.7311537;Cracow University of Technology;Chemical Engineering
2015;0.7005194;Cracow University of Technology;Chemical Engineering
2016;0.46915436;Cracow University of Technology;Chemical Engineering
2017;0.6110321;Cracow University of Technology;Chemical Engineering
2018;0.7763866;Cracow University of Technology;Chemical Engineering
2019;0.5726016;Cracow University of Technology;Chemical Engineering
2020;0.9365723;Cracow University of Technology;Chemical Engineering
2021;0.62701154;Cracow University of Technology;Chemical Engineering
2022;1.0351331;Cracow University of Technology;Chemical Engineering
2023;0.79155767;Cracow University of Technology;Chemical Engineering
2012;0.9357362;University of Białystok;Chemical Engineering
2013;0.96445435;University of Białystok;Chemical Engineering
2014;0.54089016;University of Białystok;Chemical Engineering
2015;0.9164309;University of Białystok;Chemical Engineering
2016;1.6422565;University of Białystok;Chemical Engineering
2017;1.1061782;University of Białystok;Chemical Engineering
2018;1.282385;University of Białystok;Chemical Engineering
2019;0.7848038;University of Białystok;Chemical Engineering
2020;0.76637405;University of Białystok;Chemical Engineering
2021;0.69028455;University of Białystok;Chemical Engineering
2022;0.7154394;University of Białystok;Chemical Engineering
2023;1.3472534;University of Białystok;Chemical Engineering
2012;0.70997936;Warsaw University of Technology;Chemical Engineering
2013;1.056995;Warsaw University of Technology;Chemical Engineering
2014;0.97363824;Warsaw University of Technology;Chemical Engineering
2015;0.7836099;Warsaw University of Technology;Chemical Engineering
2016;0.6952562;Warsaw University of Technology;Chemical Engineering
2017;0.69458973;Warsaw University of Technology;Chemical Engineering
2018;0.60855794;Warsaw University of Technology;Chemical Engineering
2019;0.7736095;Warsaw University of Technology;Chemical Engineering
2020;0.85342693;Warsaw University of Technology;Chemical Engineering
2021;0.7883529;Warsaw University of Technology;Chemical Engineering
2022;0.8381505;Warsaw University of Technology;Chemical Engineering
2023;0.33661047;Warsaw University of Technology;Chemical Engineering
2012;None;Poznan University of Economics and Business;Chemical Engineering
2013;0.3903622;Poznan University of Economics and Business;Chemical Engineering
2014;0.2728801;Poznan University of Economics and Business;Chemical Engineering
2015;0.7715457;Poznan University of Economics and Business;Chemical Engineering
2016;0.27551535;Poznan University of Economics and Business;Chemical Engineering
2017;1.1997753;Poznan University of Economics and Business;Chemical Engineering
2018;0.6357855;Poznan University of Economics and Business;Chemical Engineering
2019;0.8674809;Poznan University of Economics and Business;Chemical Engineering
2020;0.6849199;Poznan University of Economics and Business;Chemical Engineering
2021;0.39019248;Poznan University of Economics and Business;Chemical Engineering
2022;0.81838787;Poznan University of Economics and Business;Chemical Engineering
2023;0.0;Poznan University of Economics and Business;Chemical Engineering
2012;0.82088417;AGH University of Science and Technology;Chemistry
2013;0.97368616;AGH University of Science and Technology;Chemistry
2014;0.9308183;AGH University of Science and Technology;Chemistry
2015;0.7594324;AGH University of Science and Technology;Chemistry
2016;0.8565912;AGH University of Science and Technology;Chemistry
2017;0.78270715;AGH University of Science and Technology;Chemistry
2018;0.8302512;AGH University of Science and Technology;Chemistry
2019;0.7950181;AGH University of Science and Technology;Chemistry
2020;1.0072454;AGH University of Science and Technology;Chemistry
2021;1.0167345;AGH University of Science and Technology;Chemistry
2022;1.1830597;AGH University of Science and Technology;Chemistry
2023;0.9919405;AGH University of Science and Technology;Chemistry
2012;0.85578364;Białystok University of Technology;Chemistry
2013;1.5777067;Białystok University of Technology;Chemistry
2014;0.89520085;Białystok University of Technology;Chemistry
2015;1.5837706;Białystok University of Technology;Chemistry
2016;1.1415766;Białystok University of Technology;Chemistry
2017;0.8281881;Białystok University of Technology;Chemistry
2018;0.6095491;Białystok University of Technology;Chemistry
